country,city,iso3,year,month,date,currency,hotel_price_usd,meal_price_usd,transport_pass_usd,cost_index,source
France,Paris,FRA,2023,7,2023-07-01,EUR,328.24,17.84,31.38,172.8,synthetic
France,Paris,FRA,2023,8,2023-08-01,EUR,316.59,18.66,30.92,169.3,synthetic
France,Paris,FRA,2023,9,2023-09-01,EUR,243.53,15.78,30.76,135.3,synthetic
France,Paris,FRA,2023,10,2023-10-01,EUR,281.89,17.78,30.72,153.9,synthetic
France,Paris,FRA,2023,11,2023-11-01,EUR,292.14,18.9,28.39,159.0,synthetic
France,Paris,FRA,2023,12,2023-12-01,EUR,312.07,16.71,31.41,164.5,synthetic
France,Paris,FRA,2024,1,2024-01-01,EUR,315.54,17.42,25.39,164.8,synthetic
France,Paris,FRA,2024,2,2024-02-01,EUR,247.84,16.99,29.58,138.6,synthetic
France,Paris,FRA,2024,3,2024-03-01,EUR,277.59,17.93,30.11,152.2,synthetic
France,Paris,FRA,2024,4,2024-04-01,EUR,311.05,17.16,28.92,163.9,synthetic
France,Paris,FRA,2024,5,2024-05-01,EUR,297.96,16.24,31.62,158.1,synthetic
France,Paris,FRA,2024,6,2024-06-01,EUR,347.18,17.73,34.21,181.2,synthetic
France,Paris,FRA,2024,7,2024-07-01,EUR,327.21,20.1,30.3,175.7,synthetic
France,Paris,FRA,2024,8,2024-08-01,EUR,309.17,17.96,28.46,164.3,synthetic
France,Paris,FRA,2024,9,2024-09-01,EUR,269.7,18.31,31.98,150.4,synthetic
France,Paris,FRA,2024,10,2024-10-01,EUR,272.68,18.95,33.28,153.1,synthetic
France,Paris,FRA,2024,11,2024-11-01,EUR,319.94,18.45,33.72,171.4,synthetic
France,Paris,FRA,2024,12,2024-12-01,EUR,292.54,17.55,28.91,157.1,synthetic
France,Paris,FRA,2025,1,2025-01-01,EUR,289.7,17.27,30.43,156.1,synthetic
France,Paris,FRA,2025,2,2025-02-01,EUR,330.17,17.7,31.67,173.5,synthetic
France,Paris,FRA,2025,3,2025-03-01,EUR,281.63,17.97,30.8,154.1,synthetic
France,Paris,FRA,2025,4,2025-04-01,EUR,297.25,19.14,34.33,163.7,synthetic
France,Paris,FRA,2025,5,2025-05-01,EUR,294.07,18.52,28.3,159.1,synthetic
France,Paris,FRA,2025,6,2025-06-01,EUR,341.93,18.9,32.65,180.5,synthetic
Spain,Barcelona,ESP,2023,1,2023-01-01,EUR,141.82,16.42,45.16,101.0,synthetic
Spain,Barcelona,ESP,2023,2,2023-02-01,EUR,106.12,17.16,32.85,83.4,synthetic
Spain,Barcelona,ESP,2023,3,2023-03-01,EUR,119.5,17.23,45.59,93.6,synthetic
Spain,Barcelona,ESP,2023,4,2023-04-01,EUR,125.72,16.06,48.35,95.2,synthetic
Spain,Barcelona,ESP,2023,5,2023-05-01,EUR,133.25,19.03,44.11,101.6,synthetic
Spain,Barcelona,ESP,2023,6,2023-06-01,EUR,171.77,18.4,44.52,116.1,synthetic
Spain,Barcelona,ESP,2023,7,2023-07-01,EUR,153.0,16.66,44.01,105.5,synthetic
Spain,Barcelona,ESP,2023,8,2023-08-01,EUR,148.18,16.52,41.83,102.5,synthetic
Spain,Barcelona,ESP,2023,9,2023-09-01,EUR,148.86,16.81,43.25,103.8,synthetic
Spain,Barcelona,ESP,2023,10,2023-10-01,EUR,137.44,17.0,46.02,100.6,synthetic
Spain,Barcelona,ESP,2023,11,2023-11-01,EUR,127.53,15.73,47.53,95.0,synthetic
Spain,Barcelona,ESP,2023,12,2023-12-01,EUR,160.85,15.35,45.49,107.0,synthetic
Spain,Barcelona,ESP,2024,1,2024-01-01,EUR,143.75,15.23,44.83,99.7,synthetic
Spain,Barcelona,ESP,2024,2,2024-02-01,EUR,146.77,17.15,46.07,104.6,synthetic
Spain,Barcelona,ESP,2024,3,2024-03-01,EUR,123.04,17.11,43.19,93.9,synthetic
Spain,Barcelona,ESP,2024,4,2024-04-01,EUR,133.26,17.65,48.69,101.0,synthetic
Spain,Barcelona,ESP,2024,5,2024-05-01,EUR,158.51,18.1,43.78,110.0,synthetic
Spain,Barcelona,ESP,2024,6,2024-06-01,EUR,171.03,17.55,44.49,114.3,synthetic
Spain,Barcelona,ESP,2024,7,2024-07-01,EUR,168.08,17.6,43.94,113.0,synthetic
Spain,Barcelona,ESP,2024,8,2024-08-01,EUR,156.63,16.36,46.08,107.2,synthetic
Spain,Barcelona,ESP,2024,9,2024-09-01,EUR,138.65,17.12,46.19,101.3,synthetic
Spain,Barcelona,ESP,2024,10,2024-10-01,EUR,134.46,17.53,45.29,100.0,synthetic
Spain,Barcelona,ESP,2024,11,2024-11-01,EUR,124.92,18.23,42.57,96.3,synthetic
Spain,Barcelona,ESP,2024,12,2024-12-01,EUR,144.31,15.72,40.97,99.3,synthetic
Spain,Barcelona,ESP,2025,1,2025-01-01,EUR,139.19,16.5,43.08,99.3,synthetic
Spain,Barcelona,ESP,2025,2,2025-02-01,EUR,145.49,17.12,45.1,103.6,synthetic
Spain,Barcelona,ESP,2025,3,2025-03-01,EUR,143.16,17.39,37.61,100.4,synthetic
Spain,Barcelona,ESP,2025,4,2025-04-01,EUR,134.57,14.58,44.23,94.7,synthetic
Spain,Barcelona,ESP,2025,5,2025-05-01,EUR,138.56,17.83,47.79,103.1,synthetic
Spain,Barcelona,ESP,2025,6,2025-06-01,EUR,169.04,16.27,45.62,111.8,synthetic
Portugal,Lisbon,PRT,2023,1,2023-01-01,EUR,112.24,13.31,46.6,84.6,synthetic
Portugal,Lisbon,PRT,2023,2,2023-02-01,EUR,113.66,13.33,50.3,86.5,synthetic
Portugal,Lisbon,PRT,2023,3,2023-03-01,EUR,99.02,12.13,48.06,77.8,synthetic
Portugal,Lisbon,PRT,2023,4,2023-04-01,EUR,110.02,12.06,51.47,83.4,synthetic
Portugal,Lisbon,PRT,2023,5,2023-05-01,EUR,94.97,12.63,50.33,77.9,synthetic
Portugal,Lisbon,PRT,2023,6,2023-06-01,EUR,151.29,11.73,55.09,100.7,synthetic
Portugal,Lisbon,PRT,2023,7,2023-07-01,EUR,128.05,13.11,50.36,91.9,synthetic
Portugal,Lisbon,PRT,2023,8,2023-08-01,EUR,131.04,12.67,55.03,94.2,synthetic
Portugal,Lisbon,PRT,2023,9,2023-09-01,EUR,101.6,13.66,47.69,81.3,synthetic
Portugal,Lisbon,PRT,2023,10,2023-10-01,EUR,104.94,11.97,51.53,81.2,synthetic
Portugal,Lisbon,PRT,2023,11,2023-11-01,EUR,117.64,12.73,49.25,86.7,synthetic
Portugal,Lisbon,PRT,2023,12,2023-12-01,EUR,115.25,12.61,44.37,83.8,synthetic
Portugal,Lisbon,PRT,2024,1,2024-01-01,EUR,97.75,12.96,54.55,81.2,synthetic
Portugal,Lisbon,PRT,2024,2,2024-02-01,EUR,129.14,12.34,54.96,92.8,synthetic
Portugal,Lisbon,PRT,2024,3,2024-03-01,EUR,107.5,12.67,51.45,83.4,synthetic
Portugal,Lisbon,PRT,2024,4,2024-04-01,EUR,105.97,12.88,48.51,82.0,synthetic
Portugal,Lisbon,PRT,2024,5,2024-05-01,EUR,93.65,11.61,52.23,76.4,synthetic
Portugal,Lisbon,PRT,2024,6,2024-06-01,EUR,123.73,12.33,49.97,88.8,synthetic
Portugal,Lisbon,PRT,2024,7,2024-07-01,EUR,134.58,12.93,47.65,93.2,synthetic
Portugal,Lisbon,PRT,2024,8,2024-08-01,EUR,138.95,14.0,51.67,98.3,synthetic
Portugal,Lisbon,PRT,2024,9,2024-09-01,EUR,113.66,13.74,53.89,88.6,synthetic
Portugal,Lisbon,PRT,2024,10,2024-10-01,EUR,110.63,13.25,51.76,85.7,synthetic
Portugal,Lisbon,PRT,2024,11,2024-11-01,EUR,96.19,13.33,45.2,77.6,synthetic
Portugal,Lisbon,PRT,2024,12,2024-12-01,EUR,118.49,13.79,52.88,90.2,synthetic
Portugal,Lisbon,PRT,2025,1,2025-01-01,EUR,117.99,12.58,45.91,85.4,synthetic
Portugal,Lisbon,PRT,2025,2,2025-02-01,EUR,103.42,12.87,50.22,81.6,synthetic
Portugal,Lisbon,PRT,2025,3,2025-03-01,EUR,115.01,12.51,51.17,86.0,synthetic
Portugal,Lisbon,PRT,2025,4,2025-04-01,EUR,97.11,13.14,49.95,79.5,synthetic
Portugal,Lisbon,PRT,2025,5,2025-05-01,EUR,99.12,12.61,49.3,79.2,synthetic
Portugal,Lisbon,PRT,2025,6,2025-06-01,EUR,123.8,14.15,49.6,91.7,synthetic
Italy,Rome,ITA,2023,1,2023-01-01,EUR,117.05,4.39,26.95,64.2,synthetic
Italy,Rome,ITA,2023,2,2023-02-01,EUR,136.61,4.07,27.33,71.7,synthetic
Italy,Rome,ITA,2023,3,2023-03-01,EUR,122.96,4.06,30.54,67.4,synthetic
Italy,Rome,ITA,2023,4,2023-04-01,EUR,100.86,3.57,26.23,56.1,synthetic
Italy,Rome,ITA,2023,5,2023-05-01,EUR,123.99,4.22,28.17,67.2,synthetic
Italy,Rome,ITA,2023,6,2023-06-01,EUR,144.04,4.3,29.23,75.8,synthetic
Italy,Rome,ITA,2023,7,2023-07-01,EUR,150.8,4.29,27.78,77.9,synthetic
Italy,Rome,ITA,2023,8,2023-08-01,EUR,141.94,4.23,27.47,74.1,synthetic
Italy,Rome,ITA,2023,9,2023-09-01,EUR,123.86,4.41,22.59,65.4,synthetic
Italy,Rome,ITA,2023,10,2023-10-01,EUR,109.8,3.77,26.57,60.2,synthetic
Italy,Rome,ITA,2023,11,2023-11-01,EUR,121.32,3.69,25.38,64.2,synthetic
Italy,Rome,ITA,2023,12,2023-12-01,EUR,138.38,4.65,30.7,74.6,synthetic
Italy,Rome,ITA,2024,1,2024-01-01,EUR,119.77,3.97,25.07,63.9,synthetic
Italy,Rome,ITA,2024,2,2024-02-01,EUR,104.94,4.03,25.36,58.2,synthetic
Italy,Rome,ITA,2024,3,2024-03-01,EUR,123.0,3.67,25.81,65.0,synthetic
Italy,Rome,ITA,2024,4,2024-04-01,EUR,125.32,4.14,28.06,67.6,synthetic
Italy,Rome,ITA,2024,5,2024-05-01,EUR,110.76,4.26,25.74,61.1,synthetic
Italy,Rome,ITA,2024,6,2024-06-01,EUR,156.14,4.05,24.64,78.4,synthetic
Italy,Rome,ITA,2024,7,2024-07-01,EUR,144.85,4.14,28.43,75.5,synthetic
Italy,Rome,ITA,2024,8,2024-08-01,EUR,146.94,4.43,29.19,77.1,synthetic
Italy,Rome,ITA,2024,9,2024-09-01,EUR,121.3,4.24,30.95,67.2,synthetic
Italy,Rome,ITA,2024,10,2024-10-01,EUR,143.27,3.76,25.5,73.1,synthetic
Italy,Rome,ITA,2024,11,2024-11-01,EUR,138.56,3.8,24.74,71.0,synthetic
Italy,Rome,ITA,2024,12,2024-12-01,EUR,142.83,4.16,27.07,74.2,synthetic
Italy,Rome,ITA,2025,1,2025-01-01,EUR,117.4,3.89,25.9,63.2,synthetic
Italy,Rome,ITA,2025,2,2025-02-01,EUR,115.13,4.61,27.83,64.2,synthetic
Italy,Rome,ITA,2025,3,2025-03-01,EUR,132.63,3.94,26.91,69.7,synthetic
Italy,Rome,ITA,2025,4,2025-04-01,EUR,116.77,3.41,24.63,61.6,synthetic
Italy,Rome,ITA,2025,5,2025-05-01,EUR,105.91,3.51,24.98,57.6,synthetic
Italy,Rome,ITA,2025,6,2025-06-01,EUR,164.37,4.04,29.73,83.6,synthetic
Netherlands,Amsterdam,NLD,2023,1,2023-01-01,EUR,150.28,15.2,26.16,95.3,synthetic
Netherlands,Amsterdam,NLD,2023,2,2023-02-01,EUR,148.43,15.23,23.2,93.5,synthetic
Netherlands,Amsterdam,NLD,2023,3,2023-03-01,EUR,128.55,15.83,25.75,87.5,synthetic
Netherlands,Amsterdam,NLD,2023,4,2023-04-01,EUR,133.0,15.77,26.18,89.3,synthetic
Netherlands,Amsterdam,NLD,2023,5,2023-05-01,EUR,149.02,17.21,27.43,98.6,synthetic
Netherlands,Amsterdam,NLD,2023,6,2023-06-01,EUR,156.75,17.34,24.24,100.7,synthetic
Netherlands,Amsterdam,NLD,2023,7,2023-07-01,EUR,184.64,15.81,24.45,109.4,synthetic
Netherlands,Amsterdam,NLD,2023,8,2023-08-01,EUR,145.76,15.58,22.43,92.7,synthetic
Netherlands,Amsterdam,NLD,2023,9,2023-09-01,EUR,152.99,17.18,23.77,98.7,synthetic
Netherlands,Amsterdam,NLD,2023,10,2023-10-01,EUR,145.43,15.06,24.07,92.3,synthetic
Netherlands,Amsterdam,NLD,2023,11,2023-11-01,EUR,150.8,15.71,28.24,97.1,synthetic
Netherlands,Amsterdam,NLD,2023,12,2023-12-01,EUR,163.83,16.69,25.35,102.9,synthetic
Netherlands,Amsterdam,NLD,2024,1,2024-01-01,EUR,151.04,15.32,25.09,95.4,synthetic
Netherlands,Amsterdam,NLD,2024,2,2024-02-01,EUR,140.69,14.96,26.34,91.1,synthetic
Netherlands,Amsterdam,NLD,2024,3,2024-03-01,EUR,149.39,16.31,27.88,97.4,synthetic
Netherlands,Amsterdam,NLD,2024,4,2024-04-01,EUR,158.47,15.39,25.83,98.7,synthetic
Netherlands,Amsterdam,NLD,2024,5,2024-05-01,EUR,134.92,15.77,24.12,89.3,synthetic
Netherlands,Amsterdam,NLD,2024,6,2024-06-01,EUR,192.49,16.09,24.79,113.1,synthetic
Netherlands,Amsterdam,NLD,2024,7,2024-07-01,EUR,186.67,13.7,21.63,105.6,synthetic
Netherlands,Amsterdam,NLD,2024,8,2024-08-01,EUR,181.25,15.8,25.62,108.4,synthetic
Netherlands,Amsterdam,NLD,2024,9,2024-09-01,EUR,126.93,15.72,28.71,87.7,synthetic
Netherlands,Amsterdam,NLD,2024,10,2024-10-01,EUR,151.36,15.91,24.4,96.2,synthetic
Netherlands,Amsterdam,NLD,2024,11,2024-11-01,EUR,137.52,13.74,25.63,87.5,synthetic
Netherlands,Amsterdam,NLD,2024,12,2024-12-01,EUR,181.93,14.26,24.01,105.5,synthetic
Netherlands,Amsterdam,NLD,2025,1,2025-01-01,EUR,128.85,14.83,25.27,85.7,synthetic
Netherlands,Amsterdam,NLD,2025,2,2025-02-01,EUR,118.32,16.33,26.5,84.5,synthetic
Netherlands,Amsterdam,NLD,2025,3,2025-03-01,EUR,139.15,13.4,23.42,86.8,synthetic
Netherlands,Amsterdam,NLD,2025,4,2025-04-01,EUR,156.01,13.12,24.56,93.5,synthetic
Netherlands,Amsterdam,NLD,2025,5,2025-05-01,EUR,128.6,16.51,23.99,87.9,synthetic
Netherlands,Amsterdam,NLD,2025,6,2025-06-01,EUR,175.91,16.28,28.41,108.2,synthetic
Germany,Berlin,DEU,2023,1,2023-01-01,EUR,127.57,15.84,20.82,85.2,synthetic
Germany,Berlin,DEU,2023,2,2023-02-01,EUR,118.85,16.62,22.27,83.6,synthetic
Germany,Berlin,DEU,2023,3,2023-03-01,EUR,139.02,14.83,20.68,88.1,synthetic
Germany,Berlin,DEU,2023,4,2023-04-01,EUR,143.9,14.55,19.29,89.0,synthetic
Germany,Berlin,DEU,2023,5,2023-05-01,EUR,145.36,16.66,21.46,94.0,synthetic
Germany,Berlin,DEU,2023,6,2023-06-01,EUR,187.25,16.86,21.82,111.2,synthetic
Germany,Berlin,DEU,2023,7,2023-07-01,EUR,198.35,16.18,19.69,113.7,synthetic
Germany,Berlin,DEU,2023,8,2023-08-01,EUR,168.58,16.83,20.09,103.0,synthetic
Germany,Berlin,DEU,2023,9,2023-09-01,EUR,124.61,18.67,21.33,89.0,synthetic
Germany,Berlin,DEU,2023,10,2023-10-01,EUR,127.88,17.3,20.7,87.7,synthetic
Germany,Berlin,DEU,2023,11,2023-11-01,EUR,133.09,16.95,18.97,88.6,synthetic
Germany,Berlin,DEU,2023,12,2023-12-01,EUR,167.6,18.28,21.54,105.6,synthetic
Germany,Berlin,DEU,2024,1,2024-01-01,EUR,131.75,15.9,20.26,86.8,synthetic
Germany,Berlin,DEU,2024,2,2024-02-01,EUR,133.07,16.02,22.19,88.3,synthetic
Germany,Berlin,DEU,2024,3,2024-03-01,EUR,117.0,17.24,20.3,83.2,synthetic
Germany,Berlin,DEU,2024,4,2024-04-01,EUR,139.93,15.29,22.8,90.0,synthetic
Germany,Berlin,DEU,2024,5,2024-05-01,EUR,149.37,17.34,18.65,95.6,synthetic
Germany,Berlin,DEU,2024,6,2024-06-01,EUR,173.81,16.79,18.51,104.5,synthetic
Germany,Berlin,DEU,2024,7,2024-07-01,EUR,162.68,16.75,21.67,101.1,synthetic
Germany,Berlin,DEU,2024,8,2024-08-01,EUR,165.31,16.68,23.01,102.6,synthetic
Germany,Berlin,DEU,2024,9,2024-09-01,EUR,149.16,13.57,20.39,89.9,synthetic
Germany,Berlin,DEU,2024,10,2024-10-01,EUR,134.04,14.67,20.99,85.9,synthetic
Germany,Berlin,DEU,2024,11,2024-11-01,EUR,149.4,15.33,21.35,93.3,synthetic
Germany,Berlin,DEU,2024,12,2024-12-01,EUR,151.06,15.73,23.01,95.3,synthetic
Germany,Berlin,DEU,2025,1,2025-01-01,EUR,129.94,16.85,18.13,86.9,synthetic
Germany,Berlin,DEU,2025,2,2025-02-01,EUR,156.07,16.99,20.59,98.5,synthetic
Germany,Berlin,DEU,2025,3,2025-03-01,EUR,142.09,15.01,22.58,90.3,synthetic
Germany,Berlin,DEU,2025,4,2025-04-01,EUR,132.31,16.19,20.14,87.5,synthetic
Germany,Berlin,DEU,2025,5,2025-05-01,EUR,129.52,17.08,21.23,88.2,synthetic
Germany,Berlin,DEU,2025,6,2025-06-01,EUR,171.5,16.39,21.61,104.0,synthetic
Switzerland,Zurich,CHE,2023,1,2023-01-01,CHF,156.85,27.18,25.62,117.6,synthetic
Switzerland,Zurich,CHE,2023,2,2023-02-01,CHF,152.63,30.31,22.21,119.9,synthetic
Switzerland,Zurich,CHE,2023,3,2023-03-01,CHF,138.92,28.28,22.77,111.2,synthetic
Switzerland,Zurich,CHE,2023,4,2023-04-01,CHF,157.22,28.96,20.75,118.9,synthetic
Switzerland,Zurich,CHE,2023,5,2023-05-01,CHF,150.7,30.23,23.18,119.4,synthetic
Switzerland,Zurich,CHE,2023,6,2023-06-01,CHF,179.77,28.18,20.72,126.6,synthetic
Switzerland,Zurich,CHE,2023,7,2023-07-01,CHF,157.87,25.83,22.53,114.7,synthetic
Switzerland,Zurich,CHE,2023,8,2023-08-01,CHF,168.52,27.89,17.58,120.5,synthetic
Switzerland,Zurich,CHE,2023,9,2023-09-01,CHF,127.27,30.57,21.13,109.8,synthetic
Switzerland,Zurich,CHE,2023,10,2023-10-01,CHF,145.45,26.25,24.39,111.1,synthetic
Switzerland,Zurich,CHE,2023,11,2023-11-01,CHF,139.75,29.14,25.77,114.1,synthetic
Switzerland,Zurich,CHE,2023,12,2023-12-01,CHF,190.23,28.12,21.24,130.9,synthetic
Switzerland,Zurich,CHE,2024,1,2024-01-01,CHF,137.69,29.52,22.0,112.5,synthetic
Switzerland,Zurich,CHE,2024,2,2024-02-01,CHF,136.91,31.17,21.98,114.9,synthetic
Switzerland,Zurich,CHE,2024,3,2024-03-01,CHF,167.38,28.8,24.93,124.3,synthetic
Switzerland,Zurich,CHE,2024,4,2024-04-01,CHF,145.42,30.3,21.04,116.6,synthetic
Switzerland,Zurich,CHE,2024,5,2024-05-01,CHF,131.72,29.43,23.7,110.6,synthetic
Switzerland,Zurich,CHE,2024,6,2024-06-01,CHF,170.2,26.43,20.05,119.7,synthetic
Switzerland,Zurich,CHE,2024,7,2024-07-01,CHF,150.28,25.61,22.33,111.2,synthetic
Switzerland,Zurich,CHE,2024,8,2024-08-01,CHF,184.92,28.62,18.66,128.7,synthetic
Switzerland,Zurich,CHE,2024,9,2024-09-01,CHF,139.22,28.36,25.41,112.5,synthetic
Switzerland,Zurich,CHE,2024,10,2024-10-01,CHF,124.9,27.97,24.81,105.9,synthetic
Switzerland,Zurich,CHE,2024,11,2024-11-01,CHF,146.46,29.61,22.34,116.3,synthetic
Switzerland,Zurich,CHE,2024,12,2024-12-01,CHF,174.13,29.98,20.91,127.5,synthetic
Switzerland,Zurich,CHE,2025,1,2025-01-01,CHF,151.31,26.28,22.67,112.8,synthetic
Switzerland,Zurich,CHE,2025,2,2025-02-01,CHF,143.4,27.59,22.13,111.6,synthetic
Switzerland,Zurich,CHE,2025,3,2025-03-01,CHF,134.33,26.8,21.61,106.5,synthetic
Switzerland,Zurich,CHE,2025,4,2025-04-01,CHF,128.89,29.2,20.38,107.9,synthetic
Switzerland,Zurich,CHE,2025,5,2025-05-01,CHF,149.43,26.61,21.28,112.1,synthetic
Switzerland,Zurich,CHE,2025,6,2025-06-01,CHF,161.17,30.92,22.67,124.5,synthetic
Austria,Vienna,AUT,2023,1,2023-01-01,EUR,161.83,17.65,12.21,98.7,synthetic
Austria,Vienna,AUT,2023,2,2023-02-01,EUR,145.65,18.45,10.45,92.9,synthetic
Austria,Vienna,AUT,2023,3,2023-03-01,EUR,120.75,17.73,11.54,82.2,synthetic
Austria,Vienna,AUT,2023,4,2023-04-01,EUR,154.18,17.18,10.51,94.2,synthetic
Austria,Vienna,AUT,2023,5,2023-05-01,EUR,125.38,14.62,11.95,79.0,synthetic
Austria,Vienna,AUT,2023,6,2023-06-01,EUR,164.92,17.06,13.07,99.3,synthetic
Austria,Vienna,AUT,2023,7,2023-07-01,EUR,183.49,17.33,10.34,106.2,synthetic
Austria,Vienna,AUT,2023,8,2023-08-01,EUR,175.71,18.09,12.42,105.1,synthetic
Austria,Vienna,AUT,2023,9,2023-09-01,EUR,150.49,16.28,13.86,92.5,synthetic
Austria,Vienna,AUT,2023,10,2023-10-01,EUR,128.82,18.3,10.72,86.0,synthetic
Austria,Vienna,AUT,2023,11,2023-11-01,EUR,129.15,19.1,11.93,88.0,synthetic
Austria,Vienna,AUT,2023,12,2023-12-01,EUR,178.69,17.76,12.06,105.6,synthetic
Austria,Vienna,AUT,2024,1,2024-01-01,EUR,154.76,17.26,10.64,94.7,synthetic
Austria,Vienna,AUT,2024,2,2024-02-01,EUR,130.57,18.09,12.49,87.1,synthetic
Austria,Vienna,AUT,2024,3,2024-03-01,EUR,122.04,16.75,11.66,81.1,synthetic
Austria,Vienna,AUT,2024,4,2024-04-01,EUR,135.45,16.06,11.62,85.3,synthetic
Austria,Vienna,AUT,2024,5,2024-05-01,EUR,131.4,18.32,12.84,87.9,synthetic
Austria,Vienna,AUT,2024,6,2024-06-01,EUR,165.49,17.1,12.27,99.3,synthetic
Austria,Vienna,AUT,2024,7,2024-07-01,EUR,156.5,16.3,11.35,94.0,synthetic
Austria,Vienna,AUT,2024,8,2024-08-01,EUR,158.94,16.29,12.29,95.3,synthetic
Austria,Vienna,AUT,2024,9,2024-09-01,EUR,147.68,15.84,12.17,90.0,synthetic
Austria,Vienna,AUT,2024,10,2024-10-01,EUR,137.08,17.87,12.14,89.2,synthetic
Austria,Vienna,AUT,2024,11,2024-11-01,EUR,123.31,16.18,12.18,80.9,synthetic
Austria,Vienna,AUT,2024,12,2024-12-01,EUR,181.22,15.18,12.45,102.5,synthetic
Austria,Vienna,AUT,2025,1,2025-01-01,EUR,152.81,17.35,12.62,94.8,synthetic
Austria,Vienna,AUT,2025,2,2025-02-01,EUR,131.68,17.38,10.77,85.7,synthetic
Austria,Vienna,AUT,2025,3,2025-03-01,EUR,113.36,18.5,11.31,80.4,synthetic
Austria,Vienna,AUT,2025,4,2025-04-01,EUR,134.45,16.05,10.95,84.6,synthetic
Austria,Vienna,AUT,2025,5,2025-05-01,EUR,137.59,16.74,12.47,87.6,synthetic
Austria,Vienna,AUT,2025,6,2025-06-01,EUR,173.5,17.85,12.36,103.8,synthetic
Czechia,Prague,CZE,2023,1,2023-01-01,CZK,173.14,6.07,28.84,90.2,synthetic
Czechia,Prague,CZE,2023,2,2023-02-01,CZK,174.32,6.84,29.89,92.3,synthetic
Czechia,Prague,CZE,2023,3,2023-03-01,CZK,154.49,6.48,30.08,83.9,synthetic
Czechia,Prague,CZE,2023,4,2023-04-01,CZK,154.06,6.62,29.65,83.8,synthetic
Czechia,Prague,CZE,2023,5,2023-05-01,CZK,148.7,6.85,35.5,84.2,synthetic
Czechia,Prague,CZE,2023,6,2023-06-01,CZK,161.86,6.77,27.92,86.5,synthetic
Czechia,Prague,CZE,2023,7,2023-07-01,CZK,197.39,6.66,31.06,101.7,synthetic
Czechia,Prague,CZE,2023,8,2023-08-01,CZK,206.42,6.71,31.82,105.7,synthetic
Czechia,Prague,CZE,2023,9,2023-09-01,CZK,127.74,7.27,30.26,74.6,synthetic
Czechia,Prague,CZE,2023,10,2023-10-01,CZK,170.79,6.15,27.77,89.0,synthetic
Czechia,Prague,CZE,2023,11,2023-11-01,CZK,159.07,6.63,30.07,86.0,synthetic
Czechia,Prague,CZE,2023,12,2023-12-01,CZK,205.05,5.93,31.5,103.7,synthetic
Czechia,Prague,CZE,2024,1,2024-01-01,CZK,157.34,6.56,26.45,83.8,synthetic
Czechia,Prague,CZE,2024,2,2024-02-01,CZK,163.56,5.68,30.83,86.4,synthetic
Czechia,Prague,CZE,2024,3,2024-03-01,CZK,138.46,6.66,29.24,77.4,synthetic
Czechia,Prague,CZE,2024,4,2024-04-01,CZK,171.94,6.57,28.05,90.2,synthetic
Czechia,Prague,CZE,2024,5,2024-05-01,CZK,150.86,7.14,30.59,83.7,synthetic
Czechia,Prague,CZE,2024,6,2024-06-01,CZK,182.86,6.54,26.25,93.9,synthetic
Czechia,Prague,CZE,2024,7,2024-07-01,CZK,194.54,5.94,31.04,99.4,synthetic
Czechia,Prague,CZE,2024,8,2024-08-01,CZK,190.62,7.59,27.22,99.1,synthetic
Czechia,Prague,CZE,2024,9,2024-09-01,CZK,155.94,7.35,31.95,86.6,synthetic
Czechia,Prague,CZE,2024,10,2024-10-01,CZK,148.47,6.73,29.49,81.7,synthetic
Czechia,Prague,CZE,2024,11,2024-11-01,CZK,160.78,6.36,29.3,85.9,synthetic
Czechia,Prague,CZE,2024,12,2024-12-01,CZK,164.56,6.69,30.42,88.4,synthetic
Czechia,Prague,CZE,2025,1,2025-01-01,CZK,154.37,5.99,31.53,83.6,synthetic
Czechia,Prague,CZE,2025,2,2025-02-01,CZK,161.82,6.35,28.91,86.1,synthetic
Czechia,Prague,CZE,2025,3,2025-03-01,CZK,138.36,6.23,28.38,76.4,synthetic
Czechia,Prague,CZE,2025,4,2025-04-01,CZK,172.68,6.38,30.81,91.3,synthetic
Czechia,Prague,CZE,2025,5,2025-05-01,CZK,150.46,6.74,29.2,82.4,synthetic
Czechia,Prague,CZE,2025,6,2025-06-01,CZK,201.86,6.42,26.24,101.3,synthetic
Greece,Athens,GRC,2023,1,2023-01-01,EUR,69.71,12.62,19.66,56.3,synthetic
Greece,Athens,GRC,2023,2,2023-02-01,EUR,73.59,10.3,21.61,54.7,synthetic
Greece,Athens,GRC,2023,3,2023-03-01,EUR,73.23,9.5,22.76,53.7,synthetic
Greece,Athens,GRC,2023,4,2023-04-01,EUR,83.43,10.74,22.8,59.8,synthetic
Greece,Athens,GRC,2023,5,2023-05-01,EUR,78.35,10.94,21.48,57.6,synthetic
Greece,Athens,GRC,2023,6,2023-06-01,EUR,71.07,11.47,22.21,55.9,synthetic
Greece,Athens,GRC,2023,7,2023-07-01,EUR,79.85,11.13,21.47,58.5,synthetic
Greece,Athens,GRC,2023,8,2023-08-01,EUR,83.22,11.45,20.29,60.0,synthetic
Greece,Athens,GRC,2023,9,2023-09-01,EUR,78.48,10.12,21.35,56.3,synthetic
Greece,Athens,GRC,2023,10,2023-10-01,EUR,83.55,11.79,22.54,61.5,synthetic
Greece,Athens,GRC,2023,11,2023-11-01,EUR,66.96,10.69,22.5,53.0,synthetic
