country,city,platform,year,month,date,avg_rating,rating_count,rating_stddev,recent_review_share_90d,sentiment_score,source
Italy,Rome,Google,2023,4,2023-04-01,4.08,36541,0.56,0.35,0.58,synthetic
Italy,Rome,Tripadvisor,2023,4,2023-04-01,4.1,38533,0.59,0.14,0.59,synthetic
Italy,Rome,Booking,2023,4,2023-04-01,3.99,39377,0.71,0.19,0.46,synthetic
Italy,Rome,Google,2023,5,2023-05-01,4.19,36303,0.42,0.38,0.56,synthetic
Italy,Rome,Tripadvisor,2023,5,2023-05-01,3.95,38939,0.46,0.33,0.44,synthetic
Italy,Rome,Booking,2023,5,2023-05-01,4.11,37460,0.21,0.34,0.54,synthetic
Italy,Rome,Google,2023,6,2023-06-01,4.15,38391,0.71,0.23,0.54,synthetic
Italy,Rome,Tripadvisor,2023,6,2023-06-01,4.07,35066,0.8,0.28,0.47,synthetic
Italy,Rome,Booking,2023,6,2023-06-01,4.02,40897,0.57,0.28,0.56,synthetic
Italy,Rome,Google,2023,7,2023-07-01,4.01,26821,0.47,0.32,0.49,synthetic
Italy,Rome,Tripadvisor,2023,7,2023-07-01,3.97,41121,0.62,0.34,0.51,synthetic
Italy,Rome,Booking,2023,7,2023-07-01,3.99,37985,0.74,0.41,0.53,synthetic
Italy,Rome,Google,2023,8,2023-08-01,4.1,29011,0.6,0.2,0.61,synthetic
Italy,Rome,Tripadvisor,2023,8,2023-08-01,4.14,32472,0.59,0.32,0.61,synthetic
Italy,Rome,Booking,2023,8,2023-08-01,3.97,26934,0.61,0.05,0.49,synthetic
Italy,Rome,Google,2023,9,2023-09-01,4.1,42089,0.51,0.32,0.58,synthetic
Italy,Rome,Tripadvisor,2023,9,2023-09-01,4.0,40679,0.64,0.24,0.51,synthetic
Italy,Rome,Booking,2023,9,2023-09-01,4.06,40084,0.55,0.32,0.5,synthetic
Italy,Rome,Google,2023,10,2023-10-01,4.01,37407,0.47,0.38,0.54,synthetic
Italy,Rome,Tripadvisor,2023,10,2023-10-01,4.02,37593,0.48,0.14,0.48,synthetic
Italy,Rome,Booking,2023,10,2023-10-01,4.06,38946,0.62,0.39,0.48,synthetic
Italy,Rome,Google,2023,11,2023-11-01,4.05,43885,0.31,0.25,0.47,synthetic
Italy,Rome,Tripadvisor,2023,11,2023-11-01,4.06,34742,0.69,0.33,0.46,synthetic
Italy,Rome,Booking,2023,11,2023-11-01,4.03,36652,0.71,0.54,0.55,synthetic
Italy,Rome,Google,2023,12,2023-12-01,4.01,36240,0.63,0.25,0.53,synthetic
Italy,Rome,Tripadvisor,2023,12,2023-12-01,3.93,39085,0.53,0.29,0.54,synthetic
Italy,Rome,Booking,2023,12,2023-12-01,3.99,37852,0.72,0.32,0.42,synthetic
Italy,Rome,Google,2024,1,2024-01-01,4.15,38581,0.52,0.27,0.56,synthetic
Italy,Rome,Tripadvisor,2024,1,2024-01-01,4.0,40368,0.51,0.37,0.52,synthetic
Italy,Rome,Booking,2024,1,2024-01-01,4.17,38579,0.48,0.15,0.69,synthetic
Italy,Rome,Google,2024,2,2024-02-01,4.11,36296,0.85,0.44,0.49,synthetic
Italy,Rome,Tripadvisor,2024,2,2024-02-01,4.02,38956,0.44,0.29,0.55,synthetic
Italy,Rome,Booking,2024,2,2024-02-01,3.99,40977,0.78,0.34,0.49,synthetic
Italy,Rome,Google,2024,3,2024-03-01,4.03,43531,0.42,0.32,0.52,synthetic
Italy,Rome,Tripadvisor,2024,3,2024-03-01,4.14,36817,0.53,0.18,0.59,synthetic
Italy,Rome,Booking,2024,3,2024-03-01,4.04,35490,0.48,0.35,0.47,synthetic
Italy,Rome,Google,2024,4,2024-04-01,4.01,43843,0.58,0.4,0.49,synthetic
Italy,Rome,Tripadvisor,2024,4,2024-04-01,4.07,40327,0.81,0.43,0.59,synthetic
Italy,Rome,Booking,2024,4,2024-04-01,4.03,34897,0.71,0.44,0.57,synthetic
Italy,Rome,Google,2024,5,2024-05-01,4.07,43042,0.71,0.31,0.54,synthetic
Italy,Rome,Tripadvisor,2024,5,2024-05-01,4.07,35841,0.5,0.23,0.46,synthetic
Italy,Rome,Booking,2024,5,2024-05-01,4.08,39392,0.71,0.43,0.6,synthetic
Italy,Rome,Google,2024,6,2024-06-01,4.15,35988,0.39,0.39,0.65,synthetic
Italy,Rome,Tripadvisor,2024,6,2024-06-01,4.16,41889,0.3,0.34,0.61,synthetic
Italy,Rome,Booking,2024,6,2024-06-01,4.14,46376,0.74,0.24,0.52,synthetic
Italy,Rome,Google,2024,7,2024-07-01,4.1,35821,0.82,0.13,0.58,synthetic
Italy,Rome,Tripadvisor,2024,7,2024-07-01,4.09,38603,0.46,0.09,0.52,synthetic
Italy,Rome,Booking,2024,7,2024-07-01,4.04,44866,0.48,0.35,0.45,synthetic
Italy,Rome,Google,2024,8,2024-08-01,4.1,28955,0.91,0.29,0.41,synthetic
Italy,Rome,Tripadvisor,2024,8,2024-08-01,4.02,35425,0.5,0.26,0.48,synthetic
Italy,Rome,Booking,2024,8,2024-08-01,4.02,34081,0.72,0.42,0.5,synthetic
Italy,Rome,Google,2024,9,2024-09-01,4.07,34234,0.61,0.32,0.52,synthetic
Italy,Rome,Tripadvisor,2024,9,2024-09-01,4.09,41051,0.44,0.42,0.54,synthetic
Italy,Rome,Booking,2024,9,2024-09-01,4.17,41582,0.9,0.42,0.6,synthetic
Italy,Rome,Google,2024,10,2024-10-01,4.02,36252,0.68,0.31,0.48,synthetic
Italy,Rome,Tripadvisor,2024,10,2024-10-01,4.12,39769,0.73,0.2,0.61,synthetic
Italy,Rome,Booking,2024,10,2024-10-01,4.1,45273,0.75,0.29,0.54,synthetic
Italy,Rome,Google,2024,11,2024-11-01,4.17,38204,0.71,0.26,0.49,synthetic
Italy,Rome,Tripadvisor,2024,11,2024-11-01,3.99,41513,0.71,0.34,0.55,synthetic
Italy,Rome,Booking,2024,11,2024-11-01,4.09,35902,0.69,0.32,0.52,synthetic
Italy,Rome,Google,2024,12,2024-12-01,4.1,39962,0.51,0.28,0.62,synthetic
Italy,Rome,Tripadvisor,2024,12,2024-12-01,4.15,40478,0.61,0.16,0.66,synthetic
Italy,Rome,Booking,2024,12,2024-12-01,4.13,43157,0.26,0.3,0.56,synthetic
Italy,Rome,Google,2025,1,2025-01-01,4.11,40216,0.57,0.36,0.52,synthetic
Italy,Rome,Tripadvisor,2025,1,2025-01-01,4.03,43503,0.8,0.38,0.57,synthetic
Italy,Rome,Booking,2025,1,2025-01-01,4.07,50145,0.34,0.5,0.64,synthetic
Italy,Rome,Google,2025,2,2025-02-01,4.1,46763,0.59,0.28,0.52,synthetic
Italy,Rome,Tripadvisor,2025,2,2025-02-01,4.06,45353,0.66,0.5,0.54,synthetic
Italy,Rome,Booking,2025,2,2025-02-01,3.98,50906,0.42,0.24,0.5,synthetic
Italy,Rome,Google,2025,3,2025-03-01,4.09,35142,0.49,0.15,0.58,synthetic
Italy,Rome,Tripadvisor,2025,3,2025-03-01,4.14,36283,0.75,0.39,0.54,synthetic
Italy,Rome,Booking,2025,3,2025-03-01,3.95,37051,0.51,0.45,0.47,synthetic
Italy,Rome,Google,2025,4,2025-04-01,4.01,43271,0.41,0.35,0.45,synthetic
Italy,Rome,Tripadvisor,2025,4,2025-04-01,4.02,44433,0.86,0.52,0.46,synthetic
Italy,Rome,Booking,2025,4,2025-04-01,4.03,45147,0.78,0.08,0.52,synthetic
Italy,Rome,Google,2025,5,2025-05-01,4.04,32700,0.4,0.24,0.52,synthetic
Italy,Rome,Tripadvisor,2025,5,2025-05-01,4.13,44325,0.74,0.3,0.53,synthetic
Italy,Rome,Booking,2025,5,2025-05-01,4.06,46066,0.75,0.29,0.48,synthetic
Italy,Rome,Google,2025,6,2025-06-01,4.09,44956,0.78,0.23,0.51,synthetic
Italy,Rome,Tripadvisor,2025,6,2025-06-01,4.11,40438,0.53,0.43,0.49,synthetic
Italy,Rome,Booking,2025,6,2025-06-01,4.19,39391,0.73,0.29,0.61,synthetic
Netherlands,Amsterdam,Google,2023,1,2023-01-01,4.34,147833,0.51,0.48,0.67,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,1,2023-01-01,4.24,126675,0.88,0.24,0.72,synthetic
Netherlands,Amsterdam,Booking,2023,1,2023-01-01,4.31,156908,0.63,0.52,0.54,synthetic
Netherlands,Amsterdam,Google,2023,2,2023-02-01,4.3,149353,0.57,0.31,0.64,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,2,2023-02-01,4.3,153826,0.4,0.34,0.68,synthetic
Netherlands,Amsterdam,Booking,2023,2,2023-02-01,4.25,188840,0.8,0.38,0.67,synthetic
Netherlands,Amsterdam,Google,2023,3,2023-03-01,4.29,175391,0.84,0.38,0.61,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,3,2023-03-01,4.28,164882,0.73,0.29,0.61,synthetic
Netherlands,Amsterdam,Booking,2023,3,2023-03-01,4.38,134412,0.46,0.17,0.64,synthetic
Netherlands,Amsterdam,Google,2023,4,2023-04-01,4.36,177973,0.59,0.35,0.68,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,4,2023-04-01,4.21,195323,0.81,0.34,0.56,synthetic
Netherlands,Amsterdam,Booking,2023,4,2023-04-01,4.27,141445,0.61,0.33,0.62,synthetic
Netherlands,Amsterdam,Google,2023,5,2023-05-01,4.2,193730,0.64,0.35,0.58,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,5,2023-05-01,4.19,152720,0.55,0.37,0.64,synthetic
Netherlands,Amsterdam,Booking,2023,5,2023-05-01,4.33,172557,0.87,0.34,0.72,synthetic
Netherlands,Amsterdam,Google,2023,6,2023-06-01,4.31,119090,0.58,0.21,0.67,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,6,2023-06-01,4.24,165475,0.75,0.42,0.7,synthetic
Netherlands,Amsterdam,Booking,2023,6,2023-06-01,4.18,132067,1.04,0.4,0.6,synthetic
Netherlands,Amsterdam,Google,2023,7,2023-07-01,4.29,153210,0.31,0.22,0.64,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,7,2023-07-01,4.24,143431,0.98,0.27,0.63,synthetic
Netherlands,Amsterdam,Booking,2023,7,2023-07-01,4.3,165174,0.53,0.42,0.67,synthetic
Netherlands,Amsterdam,Google,2023,8,2023-08-01,4.21,152272,0.57,0.28,0.63,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,8,2023-08-01,4.32,163827,0.65,0.31,0.55,synthetic
Netherlands,Amsterdam,Booking,2023,8,2023-08-01,4.33,163303,0.45,0.33,0.7,synthetic
Netherlands,Amsterdam,Google,2023,9,2023-09-01,4.35,163709,0.65,0.39,0.66,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,9,2023-09-01,4.31,142765,0.77,0.14,0.7,synthetic
Netherlands,Amsterdam,Booking,2023,9,2023-09-01,4.28,172133,0.48,0.31,0.65,synthetic
Netherlands,Amsterdam,Google,2023,10,2023-10-01,4.31,134870,0.7,0.12,0.62,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,10,2023-10-01,4.19,169594,0.66,0.35,0.67,synthetic
Netherlands,Amsterdam,Booking,2023,10,2023-10-01,4.26,165547,0.61,0.29,0.7,synthetic
Netherlands,Amsterdam,Google,2023,11,2023-11-01,4.41,146275,0.73,0.33,0.72,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,11,2023-11-01,4.3,148097,0.1,0.45,0.61,synthetic
Netherlands,Amsterdam,Booking,2023,11,2023-11-01,4.27,150185,0.48,0.32,0.63,synthetic
Netherlands,Amsterdam,Google,2023,12,2023-12-01,4.24,157026,0.6,0.39,0.55,synthetic
Netherlands,Amsterdam,Tripadvisor,2023,12,2023-12-01,4.24,167689,0.5,0.21,0.59,synthetic
Netherlands,Amsterdam,Booking,2023,12,2023-12-01,4.28,152464,0.57,0.2,0.68,synthetic
Netherlands,Amsterdam,Google,2024,1,2024-01-01,4.36,128409,0.37,0.4,0.76,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,1,2024-01-01,4.16,182906,0.85,0.21,0.66,synthetic
Netherlands,Amsterdam,Booking,2024,1,2024-01-01,4.27,172894,0.49,0.4,0.68,synthetic
Netherlands,Amsterdam,Google,2024,2,2024-02-01,4.39,195405,0.6,0.61,0.76,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,2,2024-02-01,4.32,146668,0.37,0.16,0.61,synthetic
Netherlands,Amsterdam,Booking,2024,2,2024-02-01,4.37,176342,0.51,0.29,0.67,synthetic
Netherlands,Amsterdam,Google,2024,3,2024-03-01,4.33,149034,0.65,0.33,0.62,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,3,2024-03-01,4.38,160694,0.45,0.39,0.69,synthetic
Netherlands,Amsterdam,Booking,2024,3,2024-03-01,4.31,142919,0.72,0.52,0.59,synthetic
Netherlands,Amsterdam,Google,2024,4,2024-04-01,4.31,150903,1.0,0.42,0.67,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,4,2024-04-01,4.21,146890,0.71,0.16,0.54,synthetic
Netherlands,Amsterdam,Booking,2024,4,2024-04-01,4.28,169271,0.66,0.26,0.69,synthetic
Netherlands,Amsterdam,Google,2024,5,2024-05-01,4.23,179132,0.63,0.36,0.68,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,5,2024-05-01,4.26,153387,0.35,0.1,0.62,synthetic
Netherlands,Amsterdam,Booking,2024,5,2024-05-01,4.28,144890,0.47,0.45,0.68,synthetic
Netherlands,Amsterdam,Google,2024,6,2024-06-01,4.21,157760,0.66,0.24,0.56,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,6,2024-06-01,4.26,188409,0.78,0.23,0.65,synthetic
Netherlands,Amsterdam,Booking,2024,6,2024-06-01,4.28,146446,0.56,0.17,0.7,synthetic
Netherlands,Amsterdam,Google,2024,7,2024-07-01,4.38,158395,0.5,0.41,0.75,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,7,2024-07-01,4.22,163644,0.59,0.22,0.63,synthetic
Netherlands,Amsterdam,Booking,2024,7,2024-07-01,4.24,155802,0.58,0.15,0.52,synthetic
Netherlands,Amsterdam,Google,2024,8,2024-08-01,4.34,151803,0.92,0.5,0.64,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,8,2024-08-01,4.42,185348,0.5,0.05,0.75,synthetic
Netherlands,Amsterdam,Booking,2024,8,2024-08-01,4.29,175228,0.57,0.19,0.62,synthetic
Netherlands,Amsterdam,Google,2024,9,2024-09-01,4.33,159519,0.55,0.15,0.67,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,9,2024-09-01,4.22,184967,0.49,0.27,0.72,synthetic
Netherlands,Amsterdam,Booking,2024,9,2024-09-01,4.27,157795,0.69,0.12,0.7,synthetic
Netherlands,Amsterdam,Google,2024,10,2024-10-01,4.34,177089,0.1,0.27,0.61,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,10,2024-10-01,4.35,187647,0.66,0.18,0.75,synthetic
Netherlands,Amsterdam,Booking,2024,10,2024-10-01,4.27,202697,0.64,0.35,0.61,synthetic
Netherlands,Amsterdam,Google,2024,11,2024-11-01,4.37,178768,0.82,0.32,0.68,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,11,2024-11-01,4.32,195444,0.75,0.31,0.57,synthetic
Netherlands,Amsterdam,Booking,2024,11,2024-11-01,4.33,137840,0.61,0.29,0.6,synthetic
Netherlands,Amsterdam,Google,2024,12,2024-12-01,4.31,209674,0.55,0.38,0.77,synthetic
Netherlands,Amsterdam,Tripadvisor,2024,12,2024-12-01,4.34,153712,0.64,0.35,0.74,synthetic
Netherlands,Amsterdam,Booking,2024,12,2024-12-01,4.36,111227,0.47,0.29,0.63,synthetic
Netherlands,Amsterdam,Google,2025,1,2025-01-01,4.06,163363,0.6,0.25,0.48,synthetic
Netherlands,Amsterdam,Tripadvisor,2025,1,2025-01-01,4.29,186312,0.53,0.44,0.65,synthetic
Netherlands,Amsterdam,Booking,2025,1,2025-01-01,4.23,154797,0.57,0.41,0.57,synthetic
Netherlands,Amsterdam,Google,2025,2,2025-02-01,4.32,180975,0.9,0.34,0.62,synthetic
Netherlands,Amsterdam,Tripadvisor,2025,2,2025-02-01,4.33,195480,0.54,0.18,0.69,synthetic
Netherlands,Amsterdam,Booking,2025,2,2025-02-01,4.29,146379,0.64,0.24,0.57,synthetic
Netherlands,Amsterdam,Google,2025,3,2025-03-01,4.26,206493,0.78,0.39,0.64,synthetic
Netherlands,Amsterdam,Tripadvisor,2025,3,2025-03-01,4.32,181063,0.43,0.21,0.63,synthetic
Netherlands,Amsterdam,Booking,2025,3,2025-03-01,4.37,202065,0.44,0.31,0.66,synthetic
Netherlands,Amsterdam,Google,2025,4,2025-04-01,4.27,167434,0.81,0.3,0.65,synthetic
Netherlands,Amsterdam,Tripadvisor,2025,4,2025-04-01,4.3,156875,0.62,0.41,0.72,synthetic
Netherlands,Amsterdam,Booking,2025,4,2025-04-01,4.21,146335,0.61,0.41,0.63,synthetic
Netherlands,Amsterdam,Google,2025,5,2025-05-01,4.32,149735,0.51,0.08,0.66,synthetic
Netherlands,Amsterdam,Tripadvisor,2025,5,2025-05-01,4.15,207561,0.83,0.31,0.5,synthetic
Netherlands,Amsterdam,Booking,2025,5,2025-05-01,4.31,218866,0.67,0.42,0.63,synthetic
Netherlands,Amsterdam,Google,2025,6,2025-06-01,4.23,177423,0.31,0.53,0.62,synthetic
Netherlands,Amsterdam,Tripadvisor,2025,6,2025-06-01,4.34,169034,0.37,0.44,0.61,synthetic
Netherlands,Amsterdam,Booking,2025,6,2025-06-01,4.3,188459,0.61,0.22,0.64,synthetic
Germany,Berlin,Google,2023,1,2023-01-01,4.7,224935,0.51,0.51,0.79,synthetic
Germany,Berlin,Tripadvisor,2023,1,2023-01-01,4.58,223295,0.56,0.41,0.82,synthetic
Germany,Berlin,Booking,2023,1,2023-01-01,4.67,239055,0.67,0.51,0.85,synthetic
Germany,Berlin,Google,2023,2,2023-02-01,4.63,230886,0.21,0.3,0.87,synthetic
Germany,Berlin,Tripadvisor,2023,2,2023-02-01,4.7,233594,0.7,0.41,0.92,synthetic
Germany,Berlin,Booking,2023,2,2023-02-01,4.69,216960,0.25,0.4,0.87,synthetic
Germany,Berlin,Google,2023,3,2023-03-01,4.68,206895,0.74,0.27,0.84,synthetic
Germany,Berlin,Tripadvisor,2023,3,2023-03-01,4.66,237688,0.43,0.36,0.8,synthetic
Germany,Berlin,Booking,2023,3,2023-03-01,4.63,249471,0.45,0.39,0.82,synthetic
Germany,Berlin,Google,2023,4,2023-04-01,4.57,262440,0.65,0.34,0.83,synthetic
Germany,Berlin,Tripadvisor,2023,4,2023-04-01,4.76,230955,0.69,0.34,0.86,synthetic
Germany,Berlin,Booking,2023,4,2023-04-01,4.57,231331,0.81,0.36,0.73,synthetic
Germany,Berlin,Google,2023,5,2023-05-01,4.73,217140,0.29,0.4,0.82,synthetic
Germany,Berlin,Tripadvisor,2023,5,2023-05-01,4.77,256575,0.57,0.35,1.0,synthetic
Germany,Berlin,Booking,2023,5,2023-05-01,4.73,231961,1.03,0.31,0.89,synthetic
Germany,Berlin,Google,2023,6,2023-06-01,4.61,180194,0.56,0.3,0.82,synthetic
Germany,Berlin,Tripadvisor,2023,6,2023-06-01,4.58,243394,0.48,0.36,0.84,synthetic
Germany,Berlin,Booking,2023,6,2023-06-01,4.64,199432,0.83,0.39,0.83,synthetic
Germany,Berlin,Google,2023,7,2023-07-01,4.76,227768,0.51,0.2,0.87,synthetic
Germany,Berlin,Tripadvisor,2023,7,2023-07-01,4.71,263124,0.6,0.42,0.85,synthetic
Germany,Berlin,Booking,2023,7,2023-07-01,4.62,190163,0.52,0.17,0.91,synthetic
Germany,Berlin,Google,2023,8,2023-08-01,4.69,222927,0.86,0.17,0.84,synthetic
Germany,Berlin,Tripadvisor,2023,8,2023-08-01,4.79,221617,0.97,0.38,0.96,synthetic
Germany,Berlin,Booking,2023,8,2023-08-01,4.75,225558,0.53,0.29,0.82,synthetic
Germany,Berlin,Google,2023,9,2023-09-01,4.66,225395,0.85,0.36,0.95,synthetic
Germany,Berlin,Tripadvisor,2023,9,2023-09-01,4.54,192579,0.55,0.45,0.76,synthetic
Germany,Berlin,Booking,2023,9,2023-09-01,4.58,218881,0.42,0.16,0.89,synthetic
Germany,Berlin,Google,2023,10,2023-10-01,4.65,230200,0.59,0.27,0.78,synthetic
Germany,Berlin,Tripadvisor,2023,10,2023-10-01,4.65,234641,0.81,0.39,0.76,synthetic
Germany,Berlin,Booking,2023,10,2023-10-01,4.73,238381,0.51,0.32,0.89,synthetic
Germany,Berlin,Google,2023,11,2023-11-01,4.67,238511,0.47,0.5,0.74,synthetic
Germany,Berlin,Tripadvisor,2023,11,2023-11-01,4.7,235440,0.7,0.23,0.91,synthetic
Germany,Berlin,Booking,2023,11,2023-11-01,4.66,193413,0.44,0.31,0.75,synthetic
Germany,Berlin,Google,2023,12,2023-12-01,4.78,253900,0.87,0.47,0.87,synthetic
Germany,Berlin,Tripadvisor,2023,12,2023-12-01,4.62,153049,0.54,0.48,0.77,synthetic
Germany,Berlin,Booking,2023,12,2023-12-01,4.66,210507,0.66,0.43,0.75,synthetic
Germany,Berlin,Google,2024,1,2024-01-01,4.59,287005,0.71,0.27,0.88,synthetic
Germany,Berlin,Tripadvisor,2024,1,2024-01-01,4.59,270772,0.59,0.36,0.67,synthetic
Germany,Berlin,Booking,2024,1,2024-01-01,4.65,265090,0.59,0.43,0.89,synthetic
Germany,Berlin,Google,2024,2,2024-02-01,4.61,267638,0.45,0.31,0.84,synthetic
Germany,Berlin,Tripadvisor,2024,2,2024-02-01,4.62,266555,0.52,0.24,0.84,synthetic
Germany,Berlin,Booking,2024,2,2024-02-01,4.62,217636,0.76,0.31,0.74,synthetic
Germany,Berlin,Google,2024,3,2024-03-01,4.72,231672,0.39,0.05,0.9,synthetic
Germany,Berlin,Tripadvisor,2024,3,2024-03-01,4.62,207202,0.7,0.38,0.77,synthetic
Germany,Berlin,Booking,2024,3,2024-03-01,4.72,303614,0.8,0.42,0.88,synthetic
Germany,Berlin,Google,2024,4,2024-04-01,4.64,241922,0.67,0.17,0.78,synthetic
Germany,Berlin,Tripadvisor,2024,4,2024-04-01,4.58,250429,0.61,0.23,0.83,synthetic
Germany,Berlin,Booking,2024,4,2024-04-01,4.61,223394,0.72,0.39,0.76,synthetic
Germany,Berlin,Google,2024,5,2024-05-01,4.68,220794,0.57,0.31,0.87,synthetic
Germany,Berlin,Tripadvisor,2024,5,2024-05-01,4.69,251539,0.44,0.34,0.87,synthetic
Germany,Berlin,Booking,2024,5,2024-05-01,4.71,222526,0.74,0.17,0.83,synthetic
Germany,Berlin,Google,2024,6,2024-06-01,4.65,206660,0.56,0.32,0.73,synthetic
Germany,Berlin,Tripadvisor,2024,6,2024-06-01,4.64,192456,0.91,0.32,0.83,synthetic
Germany,Berlin,Booking,2024,6,2024-06-01,4.68,261224,0.75,0.14,0.91,synthetic
Germany,Berlin,Google,2024,7,2024-07-01,4.74,241617,0.58,0.05,0.81,synthetic
Germany,Berlin,Tripadvisor,2024,7,2024-07-01,4.7,278646,0.71,0.29,0.95,synthetic
Germany,Berlin,Booking,2024,7,2024-07-01,4.73,232045,0.93,0.19,0.79,synthetic
Germany,Berlin,Google,2024,8,2024-08-01,4.64,221383,0.55,0.38,0.82,synthetic
Germany,Berlin,Tripadvisor,2024,8,2024-08-01,4.67,245275,0.25,0.15,0.81,synthetic
Germany,Berlin,Booking,2024,8,2024-08-01,4.62,236781,0.81,0.29,0.74,synthetic
Germany,Berlin,Google,2024,9,2024-09-01,4.62,293550,0.83,0.36,0.73,synthetic
Germany,Berlin,Tripadvisor,2024,9,2024-09-01,4.69,254770,0.6,0.24,0.83,synthetic
Germany,Berlin,Booking,2024,9,2024-09-01,4.63,210089,0.8,0.39,0.8,synthetic
Germany,Berlin,Google,2024,10,2024-10-01,4.69,254945,0.95,0.39,0.89,synthetic
Germany,Berlin,Tripadvisor,2024,10,2024-10-01,4.67,230859,0.81,0.37,0.79,synthetic
Germany,Berlin,Booking,2024,10,2024-10-01,4.7,268030,0.29,0.21,0.87,synthetic
Germany,Berlin,Google,2024,11,2024-11-01,4.55,191937,0.56,0.35,0.8,synthetic
Germany,Berlin,Tripadvisor,2024,11,2024-11-01,4.76,245960,0.54,0.17,0.86,synthetic
Germany,Berlin,Booking,2024,11,2024-11-01,4.71,265555,0.64,0.35,0.92,synthetic
Germany,Berlin,Google,2024,12,2024-12-01,4.67,283518,0.49,0.29,0.81,synthetic
Germany,Berlin,Tripadvisor,2024,12,2024-12-01,4.72,213906,0.55,0.11,0.89,synthetic
Germany,Berlin,Booking,2024,12,2024-12-01,4.74,270173,0.72,0.38,0.91,synthetic
Germany,Berlin,Google,2025,1,2025-01-01,4.7,282909,0.5,0.28,0.86,synthetic
Germany,Berlin,Tripadvisor,2025,1,2025-01-01,4.65,212428,0.41,0.32,0.87,synthetic
Germany,Berlin,Booking,2025,1,2025-01-01,4.67,348389,0.46,0.34,0.9,synthetic
Germany,Berlin,Google,2025,2,2025-02-01,4.73,282161,0.76,0.31,0.95,synthetic
Germany,Berlin,Tripadvisor,2025,2,2025-02-01,4.75,234844,0.65,0.15,0.95,synthetic
Germany,Berlin,Booking,2025,2,2025-02-01,4.68,303937,0.58,0.11,0.97,synthetic
Germany,Berlin,Google,2025,3,2025-03-01,4.68,230199,0.77,0.5,0.83,synthetic
Germany,Berlin,Tripadvisor,2025,3,2025-03-01,4.66,269070,0.43,0.23,0.92,synthetic
Germany,Berlin,Booking,2025,3,2025-03-01,4.66,235305,0.53,0.41,0.73,synthetic
Germany,Berlin,Google,2025,4,2025-04-01,4.68,338890,0.9,0.36,0.91,synthetic
Germany,Berlin,Tripadvisor,2025,4,2025-04-01,4.75,257646,0.74,0.48,0.81,synthetic
Germany,Berlin,Booking,2025,4,2025-04-01,4.7,272944,0.62,0.3,0.86,synthetic
Germany,Berlin,Google,2025,5,2025-05-01,4.69,296712,0.67,0.28,0.8,synthetic
Germany,Berlin,Tripadvisor,2025,5,2025-05-01,4.64,269795,0.49,0.39,0.84,synthetic
Germany,Berlin,Booking,2025,5,2025-05-01,4.74,241543,0.48,0.41,0.87,synthetic
Germany,Berlin,Google,2025,6,2025-06-01,4.66,283529,0.7,0.17,0.9,synthetic
Germany,Berlin,Tripadvisor,2025,6,2025-06-01,4.64,314963,0.4,0.33,0.81,synthetic
Germany,Berlin,Booking,2025,6,2025-06-01,4.55,282259,0.31,0.27,0.83,synthetic
Switzerland,Zurich,Google,2023,1,2023-01-01,4.32,94572,0.56,0.26,0.72,synthetic
Switzerland,Zurich,Tripadvisor,2023,1,2023-01-01,4.31,81526,0.73,0.18,0.74,synthetic
Switzerland,Zurich,Booking,2023,1,2023-01-01,4.36,95340,0.73,0.28,0.66,synthetic
Switzerland,Zurich,Google,2023,2,2023-02-01,4.37,93664,0.45,0.18,0.76,synthetic
Switzerland,Zurich,Tripadvisor,2023,2,2023-02-01,4.33,89951,0.57,0.28,0.74,synthetic
Switzerland,Zurich,Booking,2023,2,2023-02-01,4.37,82590,0.56,0.25,0.65,synthetic
Switzerland,Zurich,Google,2023,3,2023-03-01,4.35,103506,0.71,0.27,0.72,synthetic
Switzerland,Zurich,Tripadvisor,2023,3,2023-03-01,4.28,100529,0.79,0.52,0.69,synthetic
Switzerland,Zurich,Booking,2023,3,2023-03-01,4.4,99653,0.51,0.26,0.7,synthetic
Switzerland,Zurich,Google,2023,4,2023-04-01,4.46,77423,0.46,0.32,0.77,synthetic
Switzerland,Zurich,Tripadvisor,2023,4,2023-04-01,4.33,93226,0.81,0.42,0.68,synthetic
