country,city,iso3,year,month,date,intl_arrivals,hotel_occupancy_rate_pct,peak_crowding_index,season,events_flag,source
France,Paris,FRA,2025,2,2025-02-01,195425,43.4,18.4,Low,False,synthetic
France,Paris,FRA,2025,3,2025-03-01,230815,43.9,8.8,Low,False,synthetic
France,Paris,FRA,2025,4,2025-04-01,289745,56.3,31.2,Shoulder,False,synthetic
France,Paris,FRA,2025,5,2025-05-01,238557,58.6,33.8,Shoulder,True,synthetic
France,Paris,FRA,2025,6,2025-06-01,393218,75.0,74.8,High,False,synthetic
Spain,Barcelona,ESP,2023,1,2023-01-01,72229,33.4,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2023,2,2023-02-01,81243,34.6,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2023,3,2023-03-01,57975,35.2,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2023,4,2023-04-01,131013,48.7,19.3,Shoulder,False,synthetic
Spain,Barcelona,ESP,2023,5,2023-05-01,112808,58.8,20.5,Shoulder,False,synthetic
Spain,Barcelona,ESP,2023,6,2023-06-01,155022,48.6,15.0,High,False,synthetic
Spain,Barcelona,ESP,2023,7,2023-07-01,146636,60.1,31.4,High,False,synthetic
Spain,Barcelona,ESP,2023,8,2023-08-01,136192,61.3,23.4,High,False,synthetic
Spain,Barcelona,ESP,2023,9,2023-09-01,105896,48.8,8.5,Shoulder,False,synthetic
Spain,Barcelona,ESP,2023,10,2023-10-01,134593,48.8,4.8,Shoulder,False,synthetic
Spain,Barcelona,ESP,2023,11,2023-11-01,86926,33.2,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2023,12,2023-12-01,204293,69.6,47.8,High,False,synthetic
Spain,Barcelona,ESP,2024,1,2024-01-01,61470,36.5,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2024,2,2024-02-01,107567,31.3,0.0,Low,True,synthetic
Spain,Barcelona,ESP,2024,3,2024-03-01,76187,33.3,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2024,4,2024-04-01,155115,52.4,18.4,Shoulder,False,synthetic
Spain,Barcelona,ESP,2024,5,2024-05-01,108992,51.0,4.3,Shoulder,True,synthetic
Spain,Barcelona,ESP,2024,6,2024-06-01,178490,69.8,38.7,High,False,synthetic
Spain,Barcelona,ESP,2024,7,2024-07-01,168529,64.2,33.1,High,False,synthetic
Spain,Barcelona,ESP,2024,8,2024-08-01,149503,63.0,32.8,High,True,synthetic
Spain,Barcelona,ESP,2024,9,2024-09-01,147124,48.6,17.0,Shoulder,False,synthetic
Spain,Barcelona,ESP,2024,10,2024-10-01,138043,45.6,5.4,Shoulder,False,synthetic
Spain,Barcelona,ESP,2024,11,2024-11-01,100185,30.9,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2024,12,2024-12-01,155241,67.2,35.6,High,False,synthetic
Spain,Barcelona,ESP,2025,1,2025-01-01,50081,32.6,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2025,2,2025-02-01,104669,33.1,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2025,3,2025-03-01,88660,30.2,0.0,Low,False,synthetic
Spain,Barcelona,ESP,2025,4,2025-04-01,160236,47.0,13.5,Shoulder,False,synthetic
Spain,Barcelona,ESP,2025,5,2025-05-01,95571,51.6,0.6,Shoulder,False,synthetic
Spain,Barcelona,ESP,2025,6,2025-06-01,168474,63.6,29.5,High,False,synthetic
Portugal,Lisbon,PRT,2023,1,2023-01-01,473143,44.9,46.0,Low,False,synthetic
Portugal,Lisbon,PRT,2023,2,2023-02-01,557071,48.5,58.7,Low,False,synthetic
Portugal,Lisbon,PRT,2023,3,2023-03-01,596259,47.2,58.4,Low,False,synthetic
Portugal,Lisbon,PRT,2023,4,2023-04-01,460106,70.4,72.7,Shoulder,False,synthetic
Portugal,Lisbon,PRT,2023,5,2023-05-01,701484,76.5,99.7,Shoulder,True,synthetic
Portugal,Lisbon,PRT,2023,6,2023-06-01,1078164,98.0,100.0,High,False,synthetic
Portugal,Lisbon,PRT,2023,7,2023-07-01,767426,98.0,100.0,High,False,synthetic
Portugal,Lisbon,PRT,2023,8,2023-08-01,1452642,91.2,100.0,High,False,synthetic
Portugal,Lisbon,PRT,2023,9,2023-09-01,650104,66.2,82.4,Shoulder,False,synthetic
Portugal,Lisbon,PRT,2023,10,2023-10-01,602304,77.1,94.2,Shoulder,False,synthetic
Portugal,Lisbon,PRT,2023,11,2023-11-01,593582,49.7,60.3,Low,False,synthetic
Portugal,Lisbon,PRT,2023,12,2023-12-01,1009758,93.6,100.0,High,False,synthetic
Portugal,Lisbon,PRT,2024,1,2024-01-01,515387,53.7,53.6,Low,False,synthetic
Portugal,Lisbon,PRT,2024,2,2024-02-01,566100,45.5,47.2,Low,False,synthetic
Portugal,Lisbon,PRT,2024,3,2024-03-01,493654,42.3,36.8,Low,False,synthetic
Portugal,Lisbon,PRT,2024,4,2024-04-01,906031,71.4,100.0,Shoulder,False,synthetic
Portugal,Lisbon,PRT,2024,5,2024-05-01,697690,70.8,94.7,Shoulder,False,synthetic
Portugal,Lisbon,PRT,2024,6,2024-06-01,974691,88.7,100.0,High,False,synthetic
Portugal,Lisbon,PRT,2024,7,2024-07-01,1151053,95.6,100.0,High,True,synthetic
Portugal,Lisbon,PRT,2024,8,2024-08-01,1155670,85.6,100.0,High,False,synthetic
Portugal,Lisbon,PRT,2024,9,2024-09-01,626085,79.2,92.8,Shoulder,False,synthetic
Portugal,Lisbon,PRT,2024,10,2024-10-01,774965,66.1,96.6,Shoulder,False,synthetic
Portugal,Lisbon,PRT,2024,11,2024-11-01,531908,43.7,43.7,Low,False,synthetic
Portugal,Lisbon,PRT,2024,12,2024-12-01,1027614,78.3,100.0,High,False,synthetic
Portugal,Lisbon,PRT,2025,1,2025-01-01,489659,50.7,49.0,Low,False,synthetic
Portugal,Lisbon,PRT,2025,2,2025-02-01,680742,47.8,65.0,Low,False,synthetic
Portugal,Lisbon,PRT,2025,3,2025-03-01,627347,45.8,50.0,Low,False,synthetic
Portugal,Lisbon,PRT,2025,4,2025-04-01,912978,72.9,100.0,Shoulder,False,synthetic
Portugal,Lisbon,PRT,2025,5,2025-05-01,846866,66.9,100.0,Shoulder,False,synthetic
Portugal,Lisbon,PRT,2025,6,2025-06-01,866352,88.9,100.0,High,False,synthetic
Italy,Rome,ITA,2023,1,2023-01-01,30484,42.6,0.0,Low,False,synthetic
Italy,Rome,ITA,2023,2,2023-02-01,30215,49.8,11.7,Low,False,synthetic
Italy,Rome,ITA,2023,3,2023-03-01,24786,50.9,1.8,Low,False,synthetic
Italy,Rome,ITA,2023,4,2023-04-01,30191,66.7,25.3,Shoulder,False,synthetic
Italy,Rome,ITA,2023,5,2023-05-01,25268,79.2,36.9,Shoulder,False,synthetic
Italy,Rome,ITA,2023,6,2023-06-01,26964,81.4,40.3,High,False,synthetic
Italy,Rome,ITA,2023,7,2023-07-01,53709,88.7,46.3,High,False,synthetic
Italy,Rome,ITA,2023,8,2023-08-01,49297,94.5,54.4,High,False,synthetic
Italy,Rome,ITA,2023,9,2023-09-01,34214,66.4,20.4,Shoulder,False,synthetic
Italy,Rome,ITA,2023,10,2023-10-01,36979,67.4,29.2,Shoulder,False,synthetic
Italy,Rome,ITA,2023,11,2023-11-01,27242,54.9,13.8,Low,True,synthetic
Italy,Rome,ITA,2023,12,2023-12-01,49246,83.3,43.8,High,False,synthetic
Italy,Rome,ITA,2024,1,2024-01-01,24815,47.0,0.0,Low,True,synthetic
Italy,Rome,ITA,2024,2,2024-02-01,25938,42.5,0.0,Low,False,synthetic
Italy,Rome,ITA,2024,3,2024-03-01,27378,52.0,6.4,Low,False,synthetic
Italy,Rome,ITA,2024,4,2024-04-01,39128,68.7,20.6,Shoulder,False,synthetic
Italy,Rome,ITA,2024,5,2024-05-01,42360,76.8,33.3,Shoulder,False,synthetic
Italy,Rome,ITA,2024,6,2024-06-01,45418,97.6,59.2,High,False,synthetic
Italy,Rome,ITA,2024,7,2024-07-01,31236,90.5,52.2,High,False,synthetic
Italy,Rome,ITA,2024,8,2024-08-01,61971,84.2,44.4,High,False,synthetic
Italy,Rome,ITA,2024,9,2024-09-01,34540,77.3,43.6,Shoulder,False,synthetic
Italy,Rome,ITA,2024,10,2024-10-01,33639,64.8,27.6,Shoulder,False,synthetic
Italy,Rome,ITA,2024,11,2024-11-01,25991,44.4,0.0,Low,False,synthetic
Italy,Rome,ITA,2024,12,2024-12-01,53092,77.4,36.6,High,False,synthetic
Italy,Rome,ITA,2025,1,2025-01-01,25549,55.9,12.9,Low,False,synthetic
Italy,Rome,ITA,2025,2,2025-02-01,25252,49.4,0.0,Low,False,synthetic
Italy,Rome,ITA,2025,3,2025-03-01,32381,46.1,3.9,Low,False,synthetic
Italy,Rome,ITA,2025,4,2025-04-01,37585,74.6,30.3,Shoulder,False,synthetic
Italy,Rome,ITA,2025,5,2025-05-01,26148,73.9,18.9,Shoulder,False,synthetic
Italy,Rome,ITA,2025,6,2025-06-01,55335,97.4,55.9,High,False,synthetic
Netherlands,Amsterdam,NLD,2023,1,2023-01-01,328582,30.3,9.2,Low,False,synthetic
Netherlands,Amsterdam,NLD,2023,2,2023-02-01,306082,37.7,17.0,Low,False,synthetic
Netherlands,Amsterdam,NLD,2023,3,2023-03-01,226817,36.6,1.8,Low,False,synthetic
Netherlands,Amsterdam,NLD,2023,4,2023-04-01,489466,57.6,57.8,Shoulder,True,synthetic
Netherlands,Amsterdam,NLD,2023,5,2023-05-01,357705,52.7,38.7,Shoulder,False,synthetic
Netherlands,Amsterdam,NLD,2023,6,2023-06-01,545516,65.9,79.0,High,False,synthetic
Netherlands,Amsterdam,NLD,2023,7,2023-07-01,494904,80.9,81.2,High,False,synthetic
Netherlands,Amsterdam,NLD,2023,8,2023-08-01,624513,68.7,83.9,High,False,synthetic
Netherlands,Amsterdam,NLD,2023,9,2023-09-01,440555,47.1,51.3,Shoulder,False,synthetic
Netherlands,Amsterdam,NLD,2023,10,2023-10-01,497536,50.3,48.4,Shoulder,False,synthetic
Netherlands,Amsterdam,NLD,2023,11,2023-11-01,245341,35.7,5.4,Low,False,synthetic
Netherlands,Amsterdam,NLD,2023,12,2023-12-01,487080,64.1,61.2,High,True,synthetic
Netherlands,Amsterdam,NLD,2024,1,2024-01-01,277967,37.8,18.0,Low,False,synthetic
Netherlands,Amsterdam,NLD,2024,2,2024-02-01,253638,32.2,8.4,Low,False,synthetic
Netherlands,Amsterdam,NLD,2024,3,2024-03-01,338450,36.5,19.6,Low,False,synthetic
Netherlands,Amsterdam,NLD,2024,4,2024-04-01,392694,47.7,40.1,Shoulder,False,synthetic
Netherlands,Amsterdam,NLD,2024,5,2024-05-01,268270,54.4,26.9,Shoulder,False,synthetic
Netherlands,Amsterdam,NLD,2024,6,2024-06-01,717668,67.3,97.5,High,False,synthetic
Netherlands,Amsterdam,NLD,2024,7,2024-07-01,734997,61.5,87.3,High,False,synthetic
Netherlands,Amsterdam,NLD,2024,8,2024-08-01,576686,73.4,83.6,High,False,synthetic
Netherlands,Amsterdam,NLD,2024,9,2024-09-01,602012,52.9,66.4,Shoulder,False,synthetic
Netherlands,Amsterdam,NLD,2024,10,2024-10-01,375328,46.3,39.4,Shoulder,False,synthetic
Netherlands,Amsterdam,NLD,2024,11,2024-11-01,308793,36.2,2.4,Low,False,synthetic
Netherlands,Amsterdam,NLD,2024,12,2024-12-01,526586,72.2,84.2,High,False,synthetic
Netherlands,Amsterdam,NLD,2025,1,2025-01-01,338615,31.9,15.0,Low,False,synthetic
Netherlands,Amsterdam,NLD,2025,2,2025-02-01,379358,42.3,20.3,Low,False,synthetic
Netherlands,Amsterdam,NLD,2025,3,2025-03-01,284063,36.7,12.5,Low,False,synthetic
Netherlands,Amsterdam,NLD,2025,4,2025-04-01,527036,47.2,44.1,Shoulder,False,synthetic
Netherlands,Amsterdam,NLD,2025,5,2025-05-01,431966,46.6,38.9,Shoulder,False,synthetic
Netherlands,Amsterdam,NLD,2025,6,2025-06-01,523606,71.9,78.4,High,False,synthetic
Germany,Berlin,DEU,2023,1,2023-01-01,203586,35.1,6.0,Low,False,synthetic
Germany,Berlin,DEU,2023,2,2023-02-01,239647,32.8,7.1,Low,False,synthetic
Germany,Berlin,DEU,2023,3,2023-03-01,250763,35.2,15.0,Low,False,synthetic
Germany,Berlin,DEU,2023,4,2023-04-01,247316,47.6,15.0,Shoulder,True,synthetic
Germany,Berlin,DEU,2023,5,2023-05-01,347268,50.1,32.4,Shoulder,False,synthetic
Germany,Berlin,DEU,2023,6,2023-06-01,375954,73.7,62.4,High,False,synthetic
Germany,Berlin,DEU,2023,7,2023-07-01,462258,64.0,73.2,High,True,synthetic
Germany,Berlin,DEU,2023,8,2023-08-01,465351,70.8,68.9,High,False,synthetic
Germany,Berlin,DEU,2023,9,2023-09-01,352977,52.4,31.1,Shoulder,False,synthetic
Germany,Berlin,DEU,2023,10,2023-10-01,196797,52.5,21.4,Shoulder,False,synthetic
Germany,Berlin,DEU,2023,11,2023-11-01,165941,32.0,0.0,Low,False,synthetic
Germany,Berlin,DEU,2023,12,2023-12-01,420247,68.2,75.2,High,False,synthetic
Germany,Berlin,DEU,2024,1,2024-01-01,259559,32.7,0.0,Low,False,synthetic
Germany,Berlin,DEU,2024,2,2024-02-01,169067,35.1,0.0,Low,False,synthetic
Germany,Berlin,DEU,2024,3,2024-03-01,280259,33.6,0.1,Low,False,synthetic
Germany,Berlin,DEU,2024,4,2024-04-01,282936,54.5,30.0,Shoulder,False,synthetic
Germany,Berlin,DEU,2024,5,2024-05-01,334083,52.5,40.2,Shoulder,False,synthetic
Germany,Berlin,DEU,2024,6,2024-06-01,445692,69.0,68.4,High,False,synthetic
Germany,Berlin,DEU,2024,7,2024-07-01,323423,68.3,54.5,High,False,synthetic
Germany,Berlin,DEU,2024,8,2024-08-01,492096,57.7,66.7,High,False,synthetic
Germany,Berlin,DEU,2024,9,2024-09-01,332782,48.5,23.2,Shoulder,False,synthetic
Germany,Berlin,DEU,2024,10,2024-10-01,333602,52.8,35.7,Shoulder,False,synthetic
Germany,Berlin,DEU,2024,11,2024-11-01,170937,40.8,0.6,Low,False,synthetic
Germany,Berlin,DEU,2024,12,2024-12-01,355089,64.2,55.6,High,False,synthetic
Germany,Berlin,DEU,2025,1,2025-01-01,275463,35.3,12.2,Low,False,synthetic
Germany,Berlin,DEU,2025,2,2025-02-01,244327,39.5,11.2,Low,False,synthetic
Germany,Berlin,DEU,2025,3,2025-03-01,201958,37.2,7.3,Low,True,synthetic
Germany,Berlin,DEU,2025,4,2025-04-01,327840,50.1,28.7,Shoulder,False,synthetic
Germany,Berlin,DEU,2025,5,2025-05-01,324623,49.8,31.9,Shoulder,False,synthetic
Germany,Berlin,DEU,2025,6,2025-06-01,390172,65.9,54.8,High,False,synthetic
Switzerland,Zurich,CHE,2023,1,2023-01-01,83122,41.1,0.0,Low,False,synthetic
Switzerland,Zurich,CHE,2023,2,2023-02-01,84532,44.5,3.1,Low,False,synthetic
Switzerland,Zurich,CHE,2023,3,2023-03-01,124952,47.3,7.0,Low,True,synthetic
Switzerland,Zurich,CHE,2023,4,2023-04-01,108474,62.0,21.3,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2023,5,2023-05-01,112511,63.5,19.0,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2023,6,2023-06-01,159737,74.6,51.2,High,False,synthetic
Switzerland,Zurich,CHE,2023,7,2023-07-01,229495,90.0,67.0,High,False,synthetic
Switzerland,Zurich,CHE,2023,8,2023-08-01,152720,84.8,54.5,High,False,synthetic
Switzerland,Zurich,CHE,2023,9,2023-09-01,164456,66.2,40.4,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2023,10,2023-10-01,153558,64.1,33.8,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2023,11,2023-11-01,108629,46.0,0.0,Low,False,synthetic
Switzerland,Zurich,CHE,2023,12,2023-12-01,155117,81.8,61.8,High,False,synthetic
Switzerland,Zurich,CHE,2024,1,2024-01-01,107416,45.7,0.0,Low,True,synthetic
Switzerland,Zurich,CHE,2024,2,2024-02-01,111167,33.1,0.0,Low,False,synthetic
Switzerland,Zurich,CHE,2024,3,2024-03-01,121262,44.4,9.8,Low,False,synthetic
Switzerland,Zurich,CHE,2024,4,2024-04-01,163122,60.0,28.9,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2024,5,2024-05-01,179115,69.0,47.6,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2024,6,2024-06-01,167746,88.2,65.3,High,False,synthetic
Switzerland,Zurich,CHE,2024,7,2024-07-01,177146,82.7,51.5,High,False,synthetic
Switzerland,Zurich,CHE,2024,8,2024-08-01,236239,90.4,75.7,High,False,synthetic
Switzerland,Zurich,CHE,2024,9,2024-09-01,155035,72.1,37.6,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2024,10,2024-10-01,182504,64.6,48.1,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2024,11,2024-11-01,89755,47.3,0.0,Low,False,synthetic
Switzerland,Zurich,CHE,2024,12,2024-12-01,193823,86.6,66.4,High,False,synthetic
Switzerland,Zurich,CHE,2025,1,2025-01-01,99041,47.3,26.7,Low,False,synthetic
Switzerland,Zurich,CHE,2025,2,2025-02-01,106980,38.6,0.0,Low,False,synthetic
Switzerland,Zurich,CHE,2025,3,2025-03-01,96952,43.0,10.2,Low,False,synthetic
Switzerland,Zurich,CHE,2025,4,2025-04-01,146990,55.6,28.1,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2025,5,2025-05-01,111582,65.0,34.3,Shoulder,False,synthetic
Switzerland,Zurich,CHE,2025,6,2025-06-01,171540,79.3,56.0,High,True,synthetic
Austria,Vienna,AUT,2023,1,2023-01-01,104569,38.8,0.0,Low,False,synthetic
Austria,Vienna,AUT,2023,2,2023-02-01,125212,38.0,2.7,Low,True,synthetic
Austria,Vienna,AUT,2023,3,2023-03-01,99056,41.3,0.0,Low,False,synthetic
Austria,Vienna,AUT,2023,4,2023-04-01,192497,56.8,24.0,Shoulder,False,synthetic
Austria,Vienna,AUT,2023,5,2023-05-01,155609,47.7,8.0,Shoulder,False,synthetic
Austria,Vienna,AUT,2023,6,2023-06-01,229218,63.3,42.3,High,False,synthetic
Austria,Vienna,AUT,2023,7,2023-07-01,256179,72.3,57.7,High,False,synthetic
Austria,Vienna,AUT,2023,8,2023-08-01,239575,62.0,37.8,High,False,synthetic
Austria,Vienna,AUT,2023,9,2023-09-01,154797,55.1,24.7,Shoulder,False,synthetic
Austria,Vienna,AUT,2023,10,2023-10-01,156407,50.1,21.2,Shoulder,False,synthetic
Austria,Vienna,AUT,2023,11,2023-11-01,95285,36.7,0.0,Low,False,synthetic
Austria,Vienna,AUT,2023,12,2023-12-01,224761,68.0,41.3,High,False,synthetic
Austria,Vienna,AUT,2024,1,2024-01-01,92965,39.3,7.4,Low,True,synthetic
Austria,Vienna,AUT,2024,2,2024-02-01,111938,33.9,0.0,Low,False,synthetic
Austria,Vienna,AUT,2024,3,2024-03-01,100880,35.1,0.0,Low,False,synthetic
Austria,Vienna,AUT,2024,4,2024-04-01,172365,47.9,11.3,Shoulder,False,synthetic
Austria,Vienna,AUT,2024,5,2024-05-01,155960,61.0,30.0,Shoulder,True,synthetic
Austria,Vienna,AUT,2024,6,2024-06-01,221975,72.2,48.2,High,False,synthetic
Austria,Vienna,AUT,2024,7,2024-07-01,263955,63.2,45.6,High,False,synthetic
Austria,Vienna,AUT,2024,8,2024-08-01,227697,78.6,59.9,High,True,synthetic
Austria,Vienna,AUT,2024,9,2024-09-01,187327,50.5,20.2,Shoulder,False,synthetic
Austria,Vienna,AUT,2024,10,2024-10-01,135769,53.4,19.5,Shoulder,False,synthetic
Austria,Vienna,AUT,2024,11,2024-11-01,120859,34.8,0.2,Low,False,synthetic
Austria,Vienna,AUT,2024,12,2024-12-01,173669,69.6,36.3,High,False,synthetic
Austria,Vienna,AUT,2025,1,2025-01-01,112479,36.8,0.0,Low,True,synthetic
Austria,Vienna,AUT,2025,2,2025-02-01,90721,38.4,0.0,Low,False,synthetic
Austria,Vienna,AUT,2025,3,2025-03-01,126586,38.8,0.0,Low,False,synthetic
Austria,Vienna,AUT,2025,4,2025-04-01,138891,60.7,31.3,Shoulder,False,synthetic
Austria,Vienna,AUT,2025,5,2025-05-01,174558,47.4,11.0,Shoulder,True,synthetic
Austria,Vienna,AUT,2025,6,2025-06-01,223042,68.6,45.9,High,False,synthetic
Czechia,Prague,CZE,2023,1,2023-01-01,178861,51.6,21.0,Low,False,synthetic
Czechia,Prague,CZE,2023,2,2023-02-01,192745,48.4,12.4,Low,False,synthetic
Czechia,Prague,CZE,2023,3,2023-03-01,228495,54.1,25.7,Low,False,synthetic
Czechia,Prague,CZE,2023,4,2023-04-01,221797,84.4,64.3,Shoulder,False,synthetic
Czechia,Prague,CZE,2023,5,2023-05-01,260703,73.1,60.4,Shoulder,False,synthetic
Czechia,Prague,CZE,2023,6,2023-06-01,355713,98.0,89.5,High,False,synthetic
Czechia,Prague,CZE,2023,7,2023-07-01,361921,86.9,81.8,High,False,synthetic
Czechia,Prague,CZE,2023,8,2023-08-01,354388,98.0,94.3,High,False,synthetic
Czechia,Prague,CZE,2023,9,2023-09-01,220085,74.3,54.5,Shoulder,True,synthetic
Czechia,Prague,CZE,2023,10,2023-10-01,285820,93.2,83.5,Shoulder,False,synthetic
Czechia,Prague,CZE,2023,11,2023-11-01,178554,49.2,15.3,Low,False,synthetic
Czechia,Prague,CZE,2023,12,2023-12-01,368824,98.0,93.4,High,False,synthetic
Czechia,Prague,CZE,2024,1,2024-01-01,182126,56.6,30.3,Low,False,synthetic
Czechia,Prague,CZE,2024,2,2024-02-01,208579,50.7,24.0,Low,False,synthetic
Czechia,Prague,CZE,2024,3,2024-03-01,231137,51.7,26.0,Low,False,synthetic
Czechia,Prague,CZE,2024,4,2024-04-01,232340,75.9,53.0,Shoulder,False,synthetic
Czechia,Prague,CZE,2024,5,2024-05-01,249757,83.2,61.8,Shoulder,False,synthetic
Czechia,Prague,CZE,2024,6,2024-06-01,364015,88.2,84.8,High,False,synthetic
Czechia,Prague,CZE,2024,7,2024-07-01,380362,95.2,92.4,High,False,synthetic
Czechia,Prague,CZE,2024,8,2024-08-01,353993,98.0,89.0,High,False,synthetic
Czechia,Prague,CZE,2024,9,2024-09-01,285628,79.3,51.5,Shoulder,False,synthetic
Czechia,Prague,CZE,2024,10,2024-10-01,288593,80.6,64.9,Shoulder,False,synthetic
Czechia,Prague,CZE,2024,11,2024-11-01,206119,51.0,24.6,Low,False,synthetic
Czechia,Prague,CZE,2024,12,2024-12-01,360024,93.1,92.1,High,False,synthetic
Czechia,Prague,CZE,2025,1,2025-01-01,250223,63.0,48.8,Low,True,synthetic
Czechia,Prague,CZE,2025,2,2025-02-01,184801,58.4,28.1,Low,False,synthetic
Czechia,Prague,CZE,2025,3,2025-03-01,229380,58.3,32.7,Low,False,synthetic
Czechia,Prague,CZE,2025,4,2025-04-01,243882,65.2,47.4,Shoulder,False,synthetic
Czechia,Prague,CZE,2025,5,2025-05-01,278898,71.2,46.2,Shoulder,False,synthetic
Czechia,Prague,CZE,2025,6,2025-06-01,330207,98.0,84.3,High,False,synthetic
Greece,Athens,GRC,2023,1,2023-01-01,343887,45.8,39.8,Low,False,synthetic
Greece,Athens,GRC,2023,2,2023-02-01,448267,39.1,36.1,Low,False,synthetic
Greece,Athens,GRC,2023,3,2023-03-01,529703,40.0,38.1,Low,False,synthetic
Greece,Athens,GRC,2023,4,2023-04-01,762823,52.7,81.8,Shoulder,True,synthetic
Greece,Athens,GRC,2023,5,2023-05-01,744634,63.5,89.8,Shoulder,False,synthetic
Greece,Athens,GRC,2023,6,2023-06-01,694545,71.5,95.4,High,False,synthetic
Greece,Athens,GRC,2023,7,2023-07-01,670620,73.8,100.0,High,False,synthetic
Greece,Athens,GRC,2023,8,2023-08-01,919551,76.3,100.0,High,False,synthetic
Greece,Athens,GRC,2023,9,2023-09-01,779828,63.3,92.1,Shoulder,False,synthetic
Greece,Athens,GRC,2023,10,2023-10-01,705935,51.9,75.3,Shoulder,False,synthetic
Greece,Athens,GRC,2023,11,2023-11-01,459932,41.6,30.2,Low,False,synthetic
Greece,Athens,GRC,2023,12,2023-12-01,881723,81.2,100.0,High,False,synthetic
Greece,Athens,GRC,2024,1,2024-01-01,525248,42.4,44.0,Low,True,synthetic
Greece,Athens,GRC,2024,2,2024-02-01,588868,39.8,50.5,Low,False,synthetic
Greece,Athens,GRC,2024,3,2024-03-01,452144,37.1,33.0,Low,False,synthetic
Greece,Athens,GRC,2024,4,2024-04-01,833308,56.4,96.1,Shoulder,True,synthetic
Greece,Athens,GRC,2024,5,2024-05-01,762237,55.5,84.0,Shoulder,False,synthetic
Greece,Athens,GRC,2024,6,2024-06-01,942152,77.5,100.0,High,False,synthetic
Greece,Athens,GRC,2024,7,2024-07-01,1195431,81.5,100.0,High,False,synthetic
Greece,Athens,GRC,2024,8,2024-08-01,849873,73.3,100.0,High,False,synthetic
Greece,Athens,GRC,2024,9,2024-09-01,812790,52.1,88.7,Shoulder,False,synthetic
Greece,Athens,GRC,2024,10,2024-10-01,622499,63.3,85.5,Shoulder,False,synthetic
Greece,Athens,GRC,2024,11,2024-11-01,565851,42.5,54.6,Low,True,synthetic
Greece,Athens,GRC,2024,12,2024-12-01,760706,86.3,100.0,High,False,synthetic
Greece,Athens,GRC,2025,1,2025-01-01,432478,41.6,31.8,Low,False,synthetic
Greece,Athens,GRC,2025,2,2025-02-01,568507,38.2,37.1,Low,False,synthetic
Greece,Athens,GRC,2025,3,2025-03-01,470550,40.5,28.9,Low,False,synthetic
Greece,Athens,GRC,2025,4,2025-04-01,809034,60.0,88.9,Shoulder,False,synthetic
Greece,Athens,GRC,2025,5,2025-05-01,732402,59.8,87.0,Shoulder,False,synthetic
Greece,Athens,GRC,2025,6,2025-06-01,992312,83.3,100.0,High,False,synthetic
Turkey,Istanbul,TUR,2023,1,2023-01-01,643362,47.8,61.8,Low,False,synthetic
Turkey,Istanbul,TUR,2023,2,2023-02-01,499478,54.1,60.5,Low,False,synthetic
Turkey,Istanbul,TUR,2023,3,2023-03-01,586734,52.8,60.2,Low,False,synthetic
Turkey,Istanbul,TUR,2023,4,2023-04-01,511696,77.8,94.7,Shoulder,False,synthetic
Turkey,Istanbul,TUR,2023,5,2023-05-01,775885,73.6,100.0,Shoulder,False,synthetic
Turkey,Istanbul,TUR,2023,6,2023-06-01,1189979,98.0,100.0,High,False,synthetic
Turkey,Istanbul,TUR,2023,7,2023-07-01,943217,92.9,100.0,High,False,synthetic
Turkey,Istanbul,TUR,2023,8,2023-08-01,921282,96.6,100.0,High,True,synthetic
Turkey,Istanbul,TUR,2023,9,2023-09-01,669825,68.9,87.9,Shoulder,False,synthetic
Turkey,Istanbul,TUR,2023,10,2023-10-01,638360,81.7,92.4,Shoulder,False,synthetic
Turkey,Istanbul,TUR,2023,11,2023-11-01,492639,53.7,55.7,Low,False,synthetic
Turkey,Istanbul,TUR,2023,12,2023-12-01,788541,98.0,100.0,High,False,synthetic
Turkey,Istanbul,TUR,2024,1,2024-01-01,468449,53.0,62.9,Low,False,synthetic
Turkey,Istanbul,TUR,2024,2,2024-02-01,533474,56.0,64.2,Low,False,synthetic
Turkey,Istanbul,TUR,2024,3,2024-03-01,506713,53.7,52.2,Low,False,synthetic
Turkey,Istanbul,TUR,2024,4,2024-04-01,917473,83.4,100.0,Shoulder,False,synthetic
Turkey,Istanbul,TUR,2024,5,2024-05-01,611714,74.5,95.3,Shoulder,False,synthetic
Turkey,Istanbul,TUR,2024,6,2024-06-01,808713,95.1,100.0,High,False,synthetic
